Event Id | Investigation Type | Accident Number | Event Date | Location | Country | Latitude | Longitude | Airport Code | Airport Name | Injury Severity | Aircraft Damage | Aircraft Category | Registration Number | Make | Model | Amateur Built | Number of Engines | Engine Type | FAR Description | Schedule | Purpose of Flight | Air Carrier | Total Fatal Injuries | Total Serious Injuries | Total Minor Injuries | Total Uninjured | Weather Condition | Broad Phase of Flight | Report Status | Publication Date | 
20150818X63732 | Accident | WPR15LA245 | 08/18/2015 | Las Vegas, NV | United States | 36.285833 | -115.338333 |  | N/A | Non-Fatal | Substantial | Helicopter | N17YS | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 1 | 1 | VMC |  | Factual <br />06/20/2018<br/>Final <br />03/18/2019 | 03/18/2019 | 
20150819X82129 | Accident | GAA15CA233 | 08/18/2015 | Prescott, AZ | United States | 34.653611 | -112.419445 | PRC | ERNEST A LOVE FIELD | Non-Fatal | Substantial | Helicopter | N5VH | ROBINSON HELICOPTER COMPANY | R22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | TAXI | Factual <br />02/01/2016<br/>Final <br />02/08/2016 | 02/08/2016 | 
20150819X23543 | Accident | GAA15CA230 | 08/16/2015 | Whittier, CA | United States | 34.005556 | -118.051111 |  | N/A | Non-Fatal | Substantial | Helicopter | N412LA | BELL | 412 | No | 2 | Turbo Shaft | Public Use |  | Firefighting |  |  |  | 1 | 2 | VMC | MANEUVERING | Factual <br />10/23/2015<br/>Final <br />11/05/2015 | 11/05/2015 | 
20150817X61230 | Accident | ERA15WA316 | 08/14/2015 | Limpio, Paraguay | Paraguay | -25.162500 | -57.458056 |  | N/A | Fatal(1) | Destroyed | Helicopter |  | ROBINSON | R44 - II | No |  |  | Non-U.S., Non-Commercial |  | Other Work Use |  | 1 | 2 |  |  | IMC | CRUISE | Foreign |  | 
20150824X33328 | Accident | ERA15WA324 | 08/14/2015 | Sakha Republic, Russia | Russia |  |  |  | N/A | Fatal(1) | Destroyed | Helicopter |  | ROBINSON | R44 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 1 | 2 |  |  |  |  | Foreign |  | 
20150817X35859 | Accident | GAA15CA224 | 08/13/2015 | Caldwell, ID | United States | 43.641944 | -116.635833 | EUL | CALDWELL INDUSTRIAL | Non-Fatal | Substantial | Helicopter | N3103Q | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | LANDING | Factual <br />11/19/2015<br/>Final <br />12/03/2015 | 12/03/2015 | 
20150814X24105 | Accident | DCA15RA171 | 08/12/2015 | Lagos, Nigeria | Nigeria | 6.553889 | 3.411389 |  |  | Unavailable | Destroyed | Helicopter |  | SIKORSKY | S76 - C |  |  |  |  |  |  |  |  |  |  |  |  | CRUISE | Foreign |  | 
20150812X10003 | Accident | GAA15CA221 | 08/11/2015 | Clanton, AL | United States | 32.851111 | -86.608056 | 02A | CHILTON COUNTY | Non-Fatal | Substantial | Helicopter | N74823 | BELL | 47D1 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />09/04/2015<br/>Final <br />09/30/2015 | 09/30/2015 | 
20150810X83147 | Accident | ERA15WA303B | 08/08/2015 | Istra, Russia | Russia |  |  |  | N/A | Fatal(9) | Destroyed | Helicopter |  | ROBINSON | R44 | No | 1 | Reciprocating | Non-U.S., Non-Commercial |  | Unknown |  | 9 |  |  |  |  | MANEUVERING | Foreign |  | 
20150818X32201 | Accident | CEN15WA363 | 08/07/2015 | Lake Peten Izta, Guatemala | Guatemala |  |  |  | N/A | Non-Fatal | Substantial | Helicopter |  | BELL | 206 - L1 | No |  |  | Non-U.S., Commercial |  |  |  |  |  | 2 |  | VMC | TAKEOFF | Foreign |  | 
20150811X15940 | Accident | CEN15CA348 | 08/07/2015 | Kansasville, WI | United States | 42.731111 | -88.111667 |  | N/A | Non-Fatal | Destroyed | Helicopter | N20KD | ROBINSON | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />02/23/2016<br/>Final <br />03/14/2016 | 03/14/2016 | 
20150806X44006 | Accident | CEN15LA341 | 08/05/2015 | Atkinson, IL | United States | 41.411111 | -89.973334 |  | N/A | Non-Fatal | Destroyed | Helicopter | N9427F | HUGHES | 269B | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 |  |  | VMC |  | Factual <br />11/08/2018<br/>Final <br />03/18/2019 | 03/18/2019 | 
20151007X92401 | Accident | CEN15WA438 | 08/04/2015 | Ramatuelle, France, France | France |  |  |  |  | Non-Fatal | Substantial | Helicopter |  | HUGHES | 369 | No |  |  |  |  |  |  |  |  | 2 |  |  | LANDING | Foreign |  | 
20150806X82855 | Accident | GAA15LA217 | 08/04/2015 | Whitefish, MT | United States | 48.433611 | -114.418334 |  | N/A | Non-Fatal | Substantial | Helicopter | N43792 | MD HELICOPTER INC | 369E | No | 1 | Turbo Shaft | Part 91: General Aviation |  | External Load |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />03/22/2016<br/>Final <br />04/26/2016 | 04/26/2016 | 
20150805X95912 | Accident | ERA15LA296 | 08/03/2015 | Camden, AL | United States | 31.887500 | -87.055833 | NONE | Forrested Clearing | Non-Fatal | Substantial | Helicopter | N4002G | BELL | 47G 3B 1 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | APPROACH | Factual <br />06/15/2017<br/>Final <br />08/28/2017 | 08/28/2017 | 
20150729X23324 | Accident | ERA15LA291 | 07/29/2015 | Winchendon, MA | United States | 42.681111 | -72.049166 |  | N/A | Non-Fatal | Substantial | Helicopter | N285XE | SONTONASTASO | MOSQUITO | Yes | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC |  | Factual <br />11/15/2018<br/>Final <br />03/18/2019 | 03/18/2019 | 
20150730X12436 | Accident | GAA15CA204 | 07/29/2015 | Tucson, AZ | United States | 32.142222 | -111.174445 | RYN | RYAN FIELD | Non-Fatal | Substantial | Helicopter | N6095U | AIRBUS | AS350-B2 | No | 1 | Turbo Shaft | Public Aircraft |  | Public Aircraft - Federal |  |  |  | 1 | 1 | VMC | MANEUVERING | Factual <br />11/17/2015<br/>Final <br />01/31/2017 | 01/31/2017 | 
20150728X25319 | Accident | GAA15CA202 | 07/25/2015 | De Queen, AR | United States | 34.026389 | -94.154167 |  | N/A | Non-Fatal | Substantial | Helicopter | N1420W | BELL | 47G | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  | 1 |  | VMC | TAKEOFF | Factual <br />11/17/2015<br/>Final <br />12/03/2015 | 12/03/2015 | 
20150812X90823 | Incident | CEN15WA358A | 07/25/2015 | Leixlip, Ireland | Ireland |  |  |  |  | Incident |  | Helicopter |  | ROBINSON HELICOPTER CO INC | ROBINSON R44 | No | 1 | Reciprocating |  |  |  |  |  |  |  | 4 |  | CRUISE | Foreign |  | 
20150724X55322 | Accident | ERA15LA280 | 07/24/2015 | Vega Baja, PR | United States | 18.483056 | -66.347500 |  | N/A | Non-Fatal | Substantial | Helicopter | N5842Z | MD HELICOPTER INC | 369FF | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 3 | VMC |  | Preliminary<br />08/05/2015 | 08/05/2015 | 
20150728X31412 | Accident | CEN15LA322 | 07/24/2015 | Gilbert, IA | United States | 42.169445 | -93.641111 |  | N/A | Non-Fatal | Substantial | Helicopter | N1396X | BELL | 47G 4A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC |  | Factual <br />06/29/2016<br/>Final <br />09/14/2016 | 09/14/2016 | 
20150727X40532 | Accident | GAA15CA200 | 07/23/2015 | Corona, CA | United States | 33.897500 | -117.599166 | AJO | CORONA MUNI | Non-Fatal | Substantial | Helicopter | N520NS | ROBINSON HELICOPTER | R-22 | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />09/09/2015<br/>Final <br />09/30/2015 | 09/30/2015 | 
20150804X60352 | Accident | WPR15WA231 | 07/22/2015 | Tifalmin Village Papua New Guinea, Papua New Guinea | Papua New Guinea |  |  |  |  | Non-Fatal | Substantial | Helicopter |  | BELL | 407 - NO SERIES | No |  |  |  |  |  |  |  |  | 1 |  |  | MANEUVERING | Foreign |  | 
20150723X45724 | Accident | GAA15CA197 | 07/21/2015 | Atlanta, TX | United States | 33.119445 | -94.163889 |  | N/A | Non-Fatal | Substantial | Helicopter | N58397 | HUGHES | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 2 | VMC | LANDING | Factual <br />08/07/2015<br/>Final <br />08/12/2015 | 08/12/2015 | 
20150721X35946 | Accident | WPR15LA219 | 07/20/2015 | Walla Walla, WA | United States | 46.051667 | -118.090000 |  | N/A | Non-Fatal | Destroyed | Helicopter | N121PT | GARLICK | UH1H | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | Firefighting |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />03/21/2018<br/>Final <br />06/05/2018 | 06/05/2018 | 
20150819X72333 | Accident | GAA15CA232 | 07/16/2015 | Prairie Lea, TX | United States | 29.713056 | -97.776389 |  | N/A | Non-Fatal | Substantial | Helicopter | N804DF | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  | 3 |  | VMC | MANEUVERING | Factual <br />12/09/2015<br/>Final <br />12/17/2015 | 12/17/2015 | 
20150818X05655 | Accident | GAA15CA227 | 07/15/2015 | Sandusky, MI | United States | 43.420556 | -82.877500 |  | N/A | Non-Fatal | Substantial | Helicopter | N8337Z | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | APPROACH | Factual <br />11/17/2015<br/>Final <br />12/03/2015 | 12/03/2015 | 
20150714X35046 | Accident | GAA15CA181 | 07/13/2015 | Caldwell, ID | United States | 43.642222 | -116.636111 | EUL | CALDWELL INDUSTRIAL | Non-Fatal | Substantial | Helicopter | N184SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC |  | Factual <br />09/04/2015<br/>Final <br />09/11/2015 | 09/11/2015 | 
20150622X33904 | Accident | GAA15LA131 | 07/12/2015 | Escalante, UT | United States | 37.815556 | -111.830556 |  | N/A | Non-Fatal | Substantial | Helicopter | N441MM | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  | 1 | 1 |  | VMC | MANEUVERING | Factual <br />07/28/2016<br/>Final <br />08/01/2016 | 08/01/2016 | 
20150713X14241 | Accident | ERA15CA262 | 07/12/2015 | Viola, TN | United States | 35.310000 | -85.520000 |  | N/A | Non-Fatal | Substantial | Helicopter | N577AT | ROBINSON HELICOPTER | R44 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />07/28/2015<br/>Final <br />08/11/2015 | 08/11/2015 | 
20150715X13850 | Accident | WPR15WA213 | 07/09/2015 | Zhejiang Province, P.R. China, China | China |  |  |  |  | Fatal(2) | Substantial | Helicopter |  | BELL | 407 - NO SERIES | No |  |  |  |  |  |  | 2 | 1 | 1 | 3 |  | MANEUVERING | Foreign |  | 
20150728X50123 | Accident | ERA15WA284 | 07/07/2015 | Baykalsk, Russia | Russia | 51.065278 | 104.054722 |  | N/A | Non-Fatal | Substantial | Helicopter |  | ROBINSON | R66 | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  |  | 2 |  |  |  | LANDING | Foreign |  | 
20150722X52014 | Accident | CEN15CA312 | 07/03/2015 | Somerset, CO | United States | 38.988889 | -107.348333 |  | N/A | Non-Fatal | Substantial | Helicopter | N974BR | EUROCOPTER | EC 130 B4 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | JAYHAWK INC (DBA: Aspen Heli Charter) |  |  |  | 5 | VMC | MANEUVERING | Factual <br />08/11/2015<br/>Final <br />06/19/2017 | 06/19/2017 | 
20150703X00859 | Accident | CEN15MA290 | 07/03/2015 | Frisco, CO | United States | 39.568611 | -106.079445 | 91CO | SUMMIT MEDICAL CENTER | Fatal(1) | Destroyed | Helicopter | N390LG | AIRBUS HELICOPTERS INC | AS350B3E | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | AIR METHODS CORP | 1 | 2 |  |  | VMC | TAKEOFF | Factual <br />05/09/2017<br/>Final <br />05/09/2017 | 05/09/2017 | 
20150723X10513 | Accident | GAA15CA196 | 07/01/2015 | Forest City, SD | United States | 45.000278 | -100.280278 |  | N/A | Non-Fatal | Substantial | Helicopter | N824DK | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/02/2015<br/>Final <br />10/08/2015 | 10/08/2015 | 
20150701X20227 | Accident | WPR15FA204 | 07/01/2015 | Asotin, WA | United States | 46.242500 | -117.081111 |  | N/A | Fatal(2) | Destroyed | Helicopter | N9490F | HUGHES | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  | 2 |  |  |  | VMC | MANEUVERING | Factual <br />06/23/2016<br/>Final <br />10/20/2016 | 10/20/2016 | 
20150702X24434 | Accident | WPR15FA205 | 07/01/2015 | Newberg, OR | United States | 45.329167 | -123.069723 | 17S | Chehalem Airpark | Fatal(2) | Destroyed | Helicopter | N2096W | SCHWEIZER | 269C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  | 2 |  |  |  | VMC | APPROACH | Factual <br />09/20/2016<br/>Final <br />10/04/2016 | 10/04/2016 | 
20150713X90955 | Incident | CEN15WA302 | 06/29/2015 | Hradec Kralove, Czech Republic, Czech Republic | Czech Republic |  |  |  |  | Incident | Minor | Helicopter |  | ROBINSON | R-22 BETA II | No |  |  |  |  |  |  |  |  |  |  |  | CRUISE | Foreign |  | 
20150629X71354 | Accident | GAA15CA147 | 06/29/2015 | Kailua-Kona, HI | United States | 19.688889 | -155.864444 |  | N/A | Non-Fatal | Substantial | Helicopter | N227FT | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  | 2 |  | VMC | LANDING | Factual <br />09/09/2015<br/>Final <br />09/30/2015 | 09/30/2015 | 
20150702X05414 | Accident | CEN15LA288 | 06/28/2015 | South Timbalier 127, GM | United States | 28.689444 | -90.332223 |  | N/A | Non-Fatal | Substantial | Helicopter | N311RL | BELL | 407 - NO SERIES | No |  | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | ROTORCRAFT LEASING COMPANY L L C (DBA: RLC, LLC) |  | 1 |  |  | VMC | STANDING | Factual <br />08/08/2016<br/>Final <br />10/03/2016 | 10/03/2016 | 
20150629X82450 | Accident | ERA15WA255 | 06/27/2015 | Makarakskiy, Russia | Russia |  |  | NONE |  | Fatal(3) | Substantial | Helicopter |  | ROBINSON | R44 - II | No |  |  | Non-U.S., Non-Commercial |  | Unknown |  | 3 |  |  |  |  | TAKEOFF | Foreign |  | 
20150701X93948 | Accident | GAA15CA154 | 06/25/2015 | Eagle Lake, TX | United States | 29.618611 | -96.410833 |  | N/A | Non-Fatal | Substantial | Helicopter | N842SH | ROBINSON HELICOPTER | R22 BETA | No | 1 | Reciprocating | Part 91: General Aviation |  | Other Work Use |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />08/10/2015<br/>Final <br />12/01/2015 | 12/01/2015 | 
20150629X52446 | Accident | CEN15LA285 | 06/21/2015 | Danville, AR | United States | 35.051667 | -93.391389 |  | N/A | Non-Fatal | Substantial | Helicopter | N305CG | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 91: General Aviation |  | Personal |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />08/08/2016<br/>Final <br />10/03/2016 | 10/03/2016 | 
20150620X32952 | Accident | WPR15LA193 | 06/20/2015 | Salinas, CA | United States | 36.658889 | -121.707500 |  | N/A | Fatal(1) | Substantial | Helicopter | N4427F | BELL | 47G 5 | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | IMC | MANEUVERING | Factual <br />03/01/2018<br/>Final <br />03/14/2018 | 03/14/2018 | 
20150625X05216 | Accident | ERA15WA250 | 06/16/2015 | Ouro Preto, Minas Gerais, Brazil | Brazil | -20.549722 | -43.491944 |  | N/A | Fatal(3) | Destroyed | Helicopter |  | BELL | 206B | No |  |  | Non-U.S., Non-Commercial |  | Personal |  | 3 |  |  |  |  |  | Foreign |  | 
20150615X91500 | Accident | GAA15CA122 | 06/14/2015 | Elk Mound, WI | United States | 44.776389 | -91.741944 |  | N/A | Non-Fatal | Substantial | Helicopter | N9045T | CONTINENTAL COPTERS INC. | TOMCAT MK5A | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | TAKEOFF | Factual <br />09/10/2015<br/>Final <br />09/30/2015 | 09/30/2015 | 
20150617X13043 | Accident | WPR15WA188 | 06/14/2015 | Timber Creek, Australia, Australia | Australia | -16.518056 | 129.395000 |  |  | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R44 - UNDESIGNAT | No |  | Reciprocating |  |  |  |  | 1 |  |  |  |  | UNKNOWN | Foreign |  | 
20150617X30910 | Accident | CEN15CA274 | 06/14/2015 | Romeoville, IL | United States | 41.607222 | -88.087500 | LOT | LEWIS UNIVERSITY | Non-Fatal | Substantial | Helicopter | N51778 | ENSTROM | F 28C | No | 1 | Reciprocating | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />07/01/2015<br/>Final <br />10/06/2017 | 10/06/2017 | 
20150609X15345 | Accident | CEN15LA265 | 06/08/2015 | Pecan Island, LA | United States | 29.617778 | -92.353333 |  | N/A | Non-Fatal | Substantial | Helicopter | N501PH | BELL | 407 | No | 1 | Turbo Shaft | Part 135: Air Taxi & Commuter | NSCH |  | PHI INC |  |  |  | 5 | VMC |  | Factual <br />02/09/2017<br/>Final <br />03/23/2017 | 03/23/2017 | 
20150608X53453 | Accident | CEN15WA262 | 06/06/2015 | Baldwin, United Kingdom | United Kingdom |  |  |  |  | Fatal(1) | Substantial | Helicopter |  | BELL HELICOPTER CO | 206B | No | 1 | Turbo Shaft |  |  |  |  | 1 |  |  |  |  | UNKNOWN | Foreign |  | 
20150604X51830 | Accident | WPR15LA177 | 06/01/2015 | Dewey, AZ | United States | 34.310000 | -112.120000 |  | N/A | Non-Fatal | Substantial | Helicopter | N73AW | BELL | 206 L4 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Ferry |  |  |  |  | 1 | VMC |  | Factual <br />08/31/2017<br/>Final <br />10/17/2017 | 10/17/2017 | 
20150604X72128 | Accident | WPR15LA178 | 05/31/2015 | Cove, OR | United States | 45.353056 | -117.633889 |  | N/A | Non-Fatal | Substantial | Helicopter | N462CC | GARLICK HELICOPTERS INC | UH 1H | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />01/08/2018<br/>Final <br />07/05/2018 | 07/05/2018 | 
20150602X51758 | Accident | GAA15CA102 | 05/29/2015 | Caledonia, MI | United States | 42.822500 | -85.491389 |  | N/A | Non-Fatal | Substantial | Helicopter | N206ED | BELL | 206 - B11 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Aerial Observation |  |  |  |  | 2 | VMC | MANEUVERING | Factual <br />07/07/2015<br/>Final <br />11/05/2015 | 11/05/2015 | 
20150601X34243 | Accident | WPR15WA172 | 05/28/2015 | Mitchell, Australia | Australia | -25.476945 | 148.120278 |  |  | Fatal(1) | Substantial | Helicopter |  | ROBINSON | R22 - BETA | No |  |  |  |  |  |  | 1 |  |  |  |  | MANEUVERING | Foreign |  | 
20150529X71134 | Accident | GAA15CA097 | 05/28/2015 | Fort Pierre, SD | United States | 44.493889 | -100.746111 |  | N/A | Non-Fatal | Substantial | Helicopter | N112SH | BELL | 47G 3B 1 | No | 1 | Turbo Shaft | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC |  | Factual <br />07/07/2015<br/>Final <br />11/04/2015 | 11/04/2015 | 
20150527X24117 | Accident | WPR15LA168 | 05/27/2015 | Wasco, CA | United States | 35.609167 | -119.436389 |  | N/A | Fatal(1) | Substantial | Helicopter | N138HA | HILLER | UH 12E | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  | 1 |  |  |  | VMC | MANEUVERING | Factual <br />05/24/2017<br/>Final <br />07/20/2017 | 07/20/2017 | 
20150521X33954 | Accident | ERA15LA218 | 05/20/2015 | Kearny, NJ | United States | 40.731667 | -74.116667 | 65NJ | Helo Kearny Heliport | Non-Fatal | Substantial | Helicopter | N210MH | BELL | 206L-3 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Positioning |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />10/22/2015<br/>Final <br />11/19/2015 | 11/19/2015 | 
20150518X11429 | Accident | CEN15WA234 | 05/18/2015 | Bocognano, Corse-du-Sud, France, France | France | 42.080834 | 9.057500 |  |  | Non-Fatal | Destroyed | Helicopter |  | HUGHES | 369 | No |  |  | Non-U.S., Commercial |  |  |  |  | 2 |  |  |  | UNKNOWN | Foreign |  | 
20150514X13321 | Accident | CEN15LA231 | 05/13/2015 | Columbia, IL | United States | 38.412778 | -90.223334 |  | N/A | Non-Fatal | Substantial | Helicopter | N165RV | ROBINSON HELICOPTER COMPANY | R44 II | No | 1 | Reciprocating | Part 137: Agricultural |  | Aerial Application |  |  |  |  | 1 | VMC | MANEUVERING | Factual <br />03/19/2018<br/>Final <br />05/24/2018 | 05/24/2018 | 
20150511X95737 | Accident | WPR15LA159 | 05/07/2015 | Kettle Falls, WA | United States | 48.875834 | -118.132223 |  | N/A | Non-Fatal | Substantial | Helicopter | N46969 | GARLICK | UH-1B | No | 1 | Turbo Shaft | Part 133: Rotorcraft Ext. Load |  | External Load |  |  |  | 1 |  | VMC | MANEUVERING | Factual <br />05/06/2016<br/>Final <br />06/29/2016 | 06/29/2016 | 
20150513X01138 | Accident | CEN15LA229 | 05/07/2015 | Chesterfield, MO | United States | 38.662222 | -90.651944 | SUS | Spirit of St Louis | Non-Fatal | Substantial | Helicopter | N127AE | BELL | 206L 3 | No | 1 | Turbo Shaft | Part 91: General Aviation |  | Instructional |  |  |  |  | 2 | VMC | LANDING | Factual <br />03/08/2016<br/>Final <br />05/16/2016 | 05/16/2016 | 
